"Stage","Session Number","Session Heading (Topic)","Slide Number","Slide Title","Slide Bullet Point","SVG Image Making Plan"
"","26","Cybersecurity","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","26","Cybersecurity","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","26","Cybersecurity","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","26","Cybersecurity","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","26","Cybersecurity","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","26","Cybersecurity","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","26","Cybersecurity","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","26","Cybersecurity","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","27","Remote Viewing & Cloud","1","Introduction to Remote Viewing & Cloud","Learn what Remote Viewing & Cloud is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","27","Remote Viewing & Cloud","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","27","Remote Viewing & Cloud","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","27","Remote Viewing & Cloud","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","27","Remote Viewing & Cloud","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","27","Remote Viewing & Cloud","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","27","Remote Viewing & Cloud","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","27","Remote Viewing & Cloud","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","27","Remote Viewing & Cloud","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","27","Remote Viewing & Cloud","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"Stage 5: Network & Camera Troubleshooting","28","Network Troubleshooting","1","Introduction to Network Troubleshooting","Learn the basic role of networks in security.","Network map showing router, switch, cameras, and PC connections."
"","","","","","Understand the difference between local and internet networks.",""
"","","","","","See how network switches connect multiple devices.",""
"","28","Network Troubleshooting","2","IP Addresses Made Easy","An IP address is like a phone number for devices.","IP address block showing Network ID and Host ID divisions."
"","","","","","Learn the difference between static and dynamic IPs.",""
"","","","","","Understand subnet masks in simple terms.",""
"","28","Network Troubleshooting","3","Connecting to Routers & Switches","Learn where to plug cables on routers and switches.","Hardware back panel layout showing WAN and LAN port highlights."
"","","","","","Identify the WAN port for internet and LAN for devices.",""
"","","","","","Configure basic router settings on a web browser.",""
"","28","Network Troubleshooting","4","PoE (Power over Ethernet)","Send power and data over a single network cable.","PoE path diagram showing power injector sending power over Cat6 pins."
"","","","","","Size power budgets for multiple IP cameras.",""
"","","","","","Use PoE switches to simplify installation.",""
"","28","Network Troubleshooting","5","VLAN Network Separation","Separate camera traffic from office computer networks.","Switch dividing ports into isolated color-coded VLAN groups."
"","","","","","Improve network speed by stopping broadcast storms.",""
"","","","","","Secure sensitive devices by blocking access.",""
"","28","Network Troubleshooting","6","Fiber Optic Basics","Use glass fiber cables for very long distances.","Media converter diagram showing fiber input and RJ45 output."
"","","","","","Understand single-mode and multi-mode options.",""
"","","","","","Convert fiber signals back to copper Ethernet cables.",""
"","28","Network Troubleshooting","7","Ethernet Cable Crimping","Learn the wire color orders for T568B standard.","RJ45 wire map showing color stripes matching pin numbers."
